id_paquete;peso;descripcion
5405;1.1;Fragil
5406;10.2;Fragil
5407;10.4;Sin descripcion
5408;3.1;Fragil
5409;1.2;Sin descripcion
5410;7.6;Sin descripcion
5411;4.9;Fragil
5412;9.8;Sin descripcion
5413;4.0;Fragil
5414;3.1;Fragil
5415;8.6;Fragil
5416;10.5;Sin descripcion
5417;6.3;Fragil
5418;1.9;Sin descripcion
5419;2.1;Fragil
5420;4.9;Fragil
5421;10.3;Sin descripcion
5422;1.5;Fragil
5423;6.9;Fragil
5424;9.9;Sin descripcion
5425;9.2;Sin descripcion
5426;1.0;Fragil
5427;3.3;Sin descripcion
5428;10.2;Fragil
5429;7.9;Sin descripcion
5430;7.1;Fragil
5431;6.8;Sin descripcion
5432;5.1;Sin descripcion
5433;10.0;Sin descripcion
5434;10.2;Fragil
5435;10.0;Sin descripcion
5436;5.4;Sin descripcion
5437;1.0;Fragil
5438;6.6;Sin descripcion
5439;2.1;Fragil
5440;6.0;Sin descripcion
5441;10.4;Fragil
5442;6.2;Sin descripcion
5443;4.8;Fragil
5444;8.6;Fragil
5445;10.3;Sin descripcion
5446;2.2;Fragil
5447;2.9;Sin descripcion
5448;5.8;Sin descripcion
5449;6.4;Fragil
5450;3.1;Fragil
5451;3.5;Sin descripcion
5452;9.6;Fragil
5453;10.6;Sin descripcion
5454;5.5;Sin descripcion
5455;4.5;Sin descripcion
5456;1.7;Fragil
5457;5.4;Sin descripcion
5458;2.4;Fragil
5459;3.6;Fragil
5460;3.8;Fragil
5461;1.9;Fragil
5462;2.2;Fragil
5463;10.8;Sin descripcion
5464;10.2;Fragil
5465;2.1;Sin descripcion
5466;9.5;Fragil
5467;7.8;Sin descripcion
5468;9.2;Fragil
5469;9.4;Fragil
5470;1.1;Sin descripcion
5471;10.9;Sin descripcion
5472;8.3;Sin descripcion
5473;1.3;Sin descripcion
5474;8.7;Sin descripcion
5475;10.0;Fragil
5476;4.3;Fragil
5477;7.5;Fragil
5478;9.8;Sin descripcion
5479;3.6;Fragil
5480;4.8;Sin descripcion
5481;5.7;Fragil
5482;1.5;Fragil
5483;9.0;Sin descripcion
5484;10.6;Fragil
5485;2.2;Fragil
5486;1.0;Fragil
5487;7.6;Sin descripcion
5488;5.8;Sin descripcion
5489;5.6;Fragil
5490;2.2;Sin descripcion
5491;4.5;Sin descripcion
5492;1.4;Sin descripcion
5493;3.2;Sin descripcion
5494;2.0;Fragil
5495;9.3;Fragil
5496;3.8;Fragil
5497;9.3;Fragil
5498;3.2;Fragil
5499;1.0;Sin descripcion
5500;7.0;Sin descripcion
5501;4.6;Sin descripcion
5502;4.4;Sin descripcion
5503;9.9;Sin descripcion
5504;3.0;Fragil
5505;4.1;Fragil
5506;5.9;Sin descripcion
5507;1.4;Fragil
5508;8.9;Fragil
5509;5.6;Sin descripcion
5510;7.8;Fragil
5511;3.1;Sin descripcion
5512;3.1;Fragil
5513;2.1;Sin descripcion
5514;8.0;Sin descripcion
5515;1.1;Fragil
5516;2.7;Sin descripcion
5517;3.4;Sin descripcion
5518;10.5;Sin descripcion
5519;8.6;Sin descripcion
5520;3.6;Sin descripcion
5521;7.7;Fragil
5522;4.9;Fragil
5523;8.3;Fragil
5524;6.5;Fragil
5525;1.7;Fragil
5526;10.8;Sin descripcion
5527;6.1;Fragil
5528;2.7;Sin descripcion
5529;1.2;Fragil
5530;6.6;Fragil
5531;1.7;Sin descripcion
5532;7.4;Sin descripcion
5533;10.3;Fragil
5534;8.8;Fragil
5535;1.2;Sin descripcion
5536;2.2;Fragil
5537;9.8;Fragil
5538;9.4;Sin descripcion
5539;6.6;Fragil
5540;1.0;Sin descripcion
5541;6.3;Fragil
5542;1.4;Fragil
5543;3.2;Sin descripcion
5544;2.4;Sin descripcion
5545;5.1;Sin descripcion
5546;9.3;Sin descripcion
5547;6.0;Fragil
5548;2.5;Sin descripcion
5549;2.2;Sin descripcion
5550;3.7;Fragil
5551;10.0;Sin descripcion
5552;4.7;Sin descripcion
5553;7.5;Sin descripcion
5554;7.0;Fragil
5555;9.2;Fragil
5556;1.8;Sin descripcion
5557;2.4;Sin descripcion
5558;9.6;Sin descripcion
5559;10.9;Sin descripcion
5560;5.5;Sin descripcion
5561;1.1;Fragil
5562;7.3;Sin descripcion
5563;4.7;Sin descripcion
5564;7.6;Fragil
5565;5.3;Sin descripcion
5566;5.6;Fragil
5567;6.5;Fragil
5568;6.3;Sin descripcion
5569;8.9;Fragil
5570;5.6;Sin descripcion
5571;7.9;Sin descripcion
5572;9.1;Fragil
5573;2.5;Sin descripcion
5574;2.7;Sin descripcion
5575;3.2;Sin descripcion
5576;3.8;Fragil
5577;10.8;Fragil
5578;2.0;Fragil
5579;6.8;Sin descripcion
5580;3.3;Fragil
5581;5.6;Fragil
5582;6.9;Fragil
5583;6.3;Sin descripcion
5584;2.1;Fragil
5585;4.9;Fragil
5586;4.8;Fragil
5587;9.5;Sin descripcion
5588;5.9;Fragil
5589;8.0;Sin descripcion
5590;2.5;Sin descripcion
5591;10.7;Sin descripcion
5592;7.2;Fragil
5593;10.2;Sin descripcion
5594;7.0;Sin descripcion
5595;5.2;Sin descripcion
5596;6.8;Fragil
5597;3.7;Sin descripcion
5598;5.3;Sin descripcion
5599;5.4;Sin descripcion
5600;8.6;Sin descripcion
5601;3.7;Sin descripcion
5602;6.2;Sin descripcion
5603;2.7;Sin descripcion
5604;8.3;Sin descripcion
5605;7.5;Sin descripcion
5606;1.5;Sin descripcion
5607;8.3;Fragil
5608;10.2;Fragil
5609;2.8;Fragil
5610;5.7;Fragil
5611;4.5;Fragil
5612;7.1;Sin descripcion
5613;9.5;Sin descripcion
5614;4.0;Sin descripcion
5615;9.5;Fragil
5616;5.7;Sin descripcion
5617;8.0;Sin descripcion
5618;5.2;Fragil
5619;3.2;Fragil
5620;1.5;Fragil
5621;6.2;Sin descripcion
5622;6.5;Sin descripcion
5623;5.7;Sin descripcion
5624;1.2;Sin descripcion
5625;8.7;Fragil
5626;4.9;Sin descripcion
5627;5.9;Fragil
5628;4.7;Fragil
5629;4.3;Fragil
5630;3.4;Fragil
5631;8.4;Fragil
5632;8.1;Sin descripcion
5633;8.0;Fragil
5634;10.1;Fragil
5635;4.6;Fragil
5636;9.8;Sin descripcion
5637;4.9;Sin descripcion
5638;8.6;Sin descripcion
5639;9.2;Fragil
5640;3.6;Fragil
5641;6.1;Fragil
5642;4.7;Sin descripcion
5643;5.9;Fragil
5644;1.1;Fragil
5645;7.7;Fragil
5646;5.0;Fragil
5647;2.8;Sin descripcion
5648;2.5;Fragil
5649;6.9;Sin descripcion
5650;8.7;Sin descripcion
5651;4.4;Sin descripcion
5652;1.7;Fragil
5653;2.3;Fragil
5654;5.1;Fragil
5655;3.5;Sin descripcion
5656;1.9;Sin descripcion
5657;6.3;Sin descripcion
5658;7.7;Sin descripcion
5659;2.1;Sin descripcion
5660;10.0;Sin descripcion
5661;2.2;Sin descripcion
5662;10.7;Fragil
5663;3.5;Sin descripcion
5664;5.4;Fragil
5665;4.4;Fragil
5666;10.6;Sin descripcion
5667;6.4;Fragil
5668;8.6;Fragil
5669;10.7;Sin descripcion
5670;7.1;Fragil
5671;4.8;Fragil
5672;9.0;Sin descripcion
5673;6.2;Sin descripcion
5674;7.5;Sin descripcion
5675;6.1;Sin descripcion
5676;4.3;Fragil
5677;7.1;Fragil
5678;1.7;Sin descripcion
5679;2.9;Sin descripcion
5680;10.6;Sin descripcion
5681;8.1;Sin descripcion
5682;10.0;Fragil
5683;7.3;Fragil
5684;1.9;Sin descripcion
5685;4.5;Sin descripcion
5686;5.0;Sin descripcion
5687;9.9;Fragil
5688;7.2;Sin descripcion
5689;4.2;Fragil
5690;1.8;Fragil
5691;1.6;Fragil
5692;8.3;Sin descripcion
5693;5.3;Fragil
5694;2.4;Fragil
5695;5.4;Fragil
5696;1.7;Fragil
5697;9.9;Sin descripcion
5698;2.2;Fragil
5699;2.5;Fragil
5700;6.0;Fragil
5701;3.6;Sin descripcion
5702;3.8;Sin descripcion
5703;5.5;Fragil
5704;2.8;Fragil
5705;4.0;Fragil
5706;1.2;Sin descripcion
5707;10.9;Sin descripcion
5708;6.7;Sin descripcion
5709;8.1;Sin descripcion
5710;9.1;Fragil
5711;6.0;Fragil
5712;9.9;Fragil
5713;8.9;Sin descripcion
5714;4.2;Sin descripcion
5715;9.1;Fragil
5716;7.0;Sin descripcion
5717;10.6;Sin descripcion
5718;2.1;Sin descripcion
5719;2.4;Sin descripcion
5720;9.9;Sin descripcion
5721;4.8;Sin descripcion
5722;4.6;Sin descripcion
5723;6.9;Sin descripcion
5724;10.4;Sin descripcion
5725;9.3;Fragil
5726;1.4;Fragil
5727;3.8;Sin descripcion
5728;3.7;Fragil
5729;5.6;Sin descripcion
5730;8.9;Sin descripcion
5731;3.9;Fragil
5732;6.5;Fragil
5733;1.7;Fragil
5734;2.7;Fragil
5735;3.8;Sin descripcion
5736;6.8;Sin descripcion
5737;7.5;Fragil
5738;2.8;Sin descripcion
5739;5.9;Fragil
5740;3.6;Sin descripcion
5741;2.2;Fragil
5742;8.7;Sin descripcion
5743;1.1;Sin descripcion
5744;7.3;Fragil
5745;7.6;Fragil
5746;10.9;Fragil
5747;2.1;Sin descripcion
5748;5.4;Sin descripcion
5749;6.3;Fragil
5750;3.7;Sin descripcion
5751;9.7;Sin descripcion
5752;4.7;Fragil
5753;8.4;Sin descripcion
5754;8.5;Fragil
5755;4.5;Fragil
5756;2.6;Fragil
5757;6.3;Sin descripcion
5758;5.4;Sin descripcion
5759;10.5;Sin descripcion
5760;8.1;Fragil
5761;9.1;Sin descripcion
5762;4.0;Sin descripcion
5763;8.0;Sin descripcion
5764;1.9;Fragil
5765;9.5;Sin descripcion
5766;9.2;Fragil
5767;6.8;Fragil
5768;7.3;Sin descripcion
5769;10.3;Fragil
5770;7.9;Fragil
5771;1.6;Fragil
5772;7.4;Sin descripcion
5773;9.1;Sin descripcion
5774;4.3;Fragil
5775;2.6;Fragil
5776;2.2;Sin descripcion
5777;5.5;Fragil
5778;4.5;Fragil
5779;7.8;Fragil
5780;5.0;Sin descripcion
5781;4.3;Sin descripcion
5782;2.0;Fragil
5783;6.1;Fragil
5784;10.8;Fragil
5785;8.3;Fragil
5786;1.1;Sin descripcion
5787;1.1;Sin descripcion
5788;7.4;Sin descripcion
5789;1.5;Sin descripcion
5790;4.0;Sin descripcion
5791;7.5;Fragil
5792;7.2;Fragil
5793;3.8;Sin descripcion
5794;4.3;Fragil
5795;5.4;Sin descripcion
5796;7.1;Fragil
5797;8.1;Fragil
5798;5.8;Fragil
5799;9.8;Fragil
5800;10.5;Fragil
5801;9.4;Sin descripcion
5802;5.2;Fragil
5803;10.9;Fragil
5804;8.7;Sin descripcion
5805;3.4;Sin descripcion
5806;6.9;Fragil
5807;3.4;Sin descripcion
5808;3.2;Fragil
5809;3.2;Sin descripcion
5810;5.6;Fragil
5811;1.6;Fragil
5812;8.7;Sin descripcion
5813;10.1;Sin descripcion
5814;4.6;Sin descripcion
5815;6.9;Fragil
5816;2.8;Fragil
5817;3.1;Sin descripcion
5818;4.9;Fragil
5819;10.4;Fragil
5820;2.0;Sin descripcion
5821;8.6;Sin descripcion
5822;4.3;Sin descripcion
5823;5.1;Sin descripcion
5824;10.9;Sin descripcion
5825;8.3;Sin descripcion
5826;8.4;Sin descripcion
5827;6.3;Fragil
5828;4.3;Sin descripcion
5829;3.3;Sin descripcion
5830;2.4;Fragil
5831;5.6;Sin descripcion
5832;2.6;Sin descripcion
5833;3.4;Sin descripcion
5834;1.1;Sin descripcion
5835;2.8;Fragil
5836;9.7;Sin descripcion
5837;6.8;Sin descripcion
5838;4.0;Fragil
5839;5.2;Fragil
5840;1.0;Fragil
5841;5.0;Fragil
5842;5.9;Fragil
5843;1.7;Sin descripcion
5844;7.4;Sin descripcion
5845;8.0;Sin descripcion
5846;5.0;Sin descripcion
5847;4.2;Sin descripcion
5848;5.0;Fragil
5849;1.3;Fragil
5850;3.3;Sin descripcion
5851;7.4;Sin descripcion
5852;1.4;Fragil
5853;9.5;Fragil
5854;9.2;Fragil
5855;2.3;Fragil
5856;9.5;Sin descripcion
5857;10.3;Fragil
5858;10.1;Sin descripcion
5859;3.7;Sin descripcion
5860;6.6;Sin descripcion
5861;2.4;Fragil
5862;3.3;Sin descripcion
5863;7.0;Sin descripcion
5864;5.8;Sin descripcion
5865;10.8;Fragil
5866;1.0;Sin descripcion
5867;2.0;Sin descripcion
5868;5.9;Fragil
5869;8.4;Fragil
5870;3.4;Sin descripcion
5871;8.7;Sin descripcion
5872;7.0;Sin descripcion
5873;9.0;Sin descripcion
5874;1.4;Fragil
5875;3.0;Fragil
5876;9.3;Fragil
5877;4.2;Fragil
5878;1.1;Sin descripcion
5879;10.0;Fragil
5880;3.9;Fragil
5881;1.1;Fragil
5882;8.5;Fragil
5883;10.4;Sin descripcion
5884;8.8;Fragil
5885;3.7;Sin descripcion
5886;6.2;Sin descripcion
5887;7.1;Sin descripcion
5888;3.5;Sin descripcion
5889;8.8;Sin descripcion
5890;10.2;Fragil
5891;9.9;Fragil
5892;3.7;Fragil
5893;10.9;Fragil
5894;1.1;Sin descripcion
5895;9.3;Sin descripcion
5896;3.6;Sin descripcion
5897;5.0;Fragil
5898;10.9;Fragil
5899;2.9;Fragil
5900;5.5;Fragil
5901;5.2;Fragil
5902;4.2;Fragil
5903;9.8;Fragil
5904;7.8;Sin descripcion
5905;10.0;Sin descripcion
5906;3.5;Sin descripcion
5907;7.2;Sin descripcion
5908;2.2;Fragil
5909;2.7;Sin descripcion
5910;8.1;Fragil
5911;1.5;Sin descripcion
5912;3.4;Fragil
5913;5.6;Sin descripcion
5914;8.1;Fragil
5915;6.7;Sin descripcion
5916;8.5;Fragil
5917;2.5;Sin descripcion
5918;1.9;Sin descripcion
5919;5.4;Fragil
5920;10.6;Sin descripcion
5921;5.1;Sin descripcion
5922;2.8;Sin descripcion
5923;1.6;Sin descripcion
5924;2.6;Sin descripcion
5925;6.8;Sin descripcion
5926;3.1;Fragil
5927;10.5;Sin descripcion
5928;9.9;Sin descripcion
5929;3.0;Fragil
5930;8.8;Fragil
5931;4.7;Sin descripcion
5932;6.2;Fragil
5933;4.7;Fragil
5934;1.1;Fragil
5935;2.2;Sin descripcion
5936;9.4;Fragil
5937;10.7;Fragil
5938;1.4;Fragil
5939;4.3;Sin descripcion
5940;1.7;Sin descripcion
5941;6.5;Fragil
5942;5.1;Fragil
5943;8.2;Sin descripcion
5944;10.0;Sin descripcion
5945;2.3;Fragil
5946;4.4;Fragil
5947;7.3;Fragil
5948;2.4;Sin descripcion
5949;1.1;Fragil
5950;6.6;Sin descripcion
5951;2.8;Sin descripcion
5952;3.8;Sin descripcion
5953;10.3;Sin descripcion
5954;8.7;Sin descripcion
5955;1.0;Fragil
5956;4.0;Sin descripcion
5957;2.1;Fragil
5958;2.5;Sin descripcion
5959;2.2;Sin descripcion
5960;7.9;Fragil
5961;7.1;Fragil
5962;7.5;Sin descripcion
5963;3.0;Fragil
5964;9.3;Sin descripcion
5965;7.4;Sin descripcion
5966;7.0;Fragil
5967;1.4;Fragil
5968;5.6;Fragil
5969;5.5;Fragil
5970;9.2;Fragil
5971;1.7;Fragil
5972;4.7;Sin descripcion
5973;3.3;Sin descripcion
5974;10.8;Fragil
5975;10.3;Fragil
5976;4.5;Fragil
5977;8.1;Fragil
5978;3.7;Fragil
5979;4.3;Fragil
5980;8.2;Fragil
5981;6.0;Fragil
5982;1.1;Fragil
5983;7.9;Sin descripcion
5984;3.1;Sin descripcion
5985;4.7;Fragil
5986;5.8;Fragil
5987;4.7;Sin descripcion
5988;2.8;Sin descripcion
5989;2.9;Fragil
5990;8.8;Fragil
5991;1.9;Fragil
5992;6.4;Fragil
5993;1.7;Fragil
5994;1.4;Sin descripcion
5995;2.4;Fragil
5996;10.4;Sin descripcion
5997;10.5;Fragil
5998;4.4;Fragil
5999;8.0;Fragil
6000;6.5;Sin descripcion
6001;6.8;Fragil
6002;10.3;Fragil
6003;10.2;Fragil
6004;3.6;Fragil
6005;7.8;Fragil
6006;5.6;Fragil
6007;8.0;Sin descripcion
6008;5.5;Sin descripcion
6009;9.3;Sin descripcion
6010;7.2;Sin descripcion
6011;3.4;Fragil
6012;6.2;Fragil
6013;10.4;Sin descripcion
6014;7.4;Fragil
6015;4.5;Sin descripcion
6016;4.9;Sin descripcion
6017;8.0;Fragil
6018;5.5;Sin descripcion
6019;7.3;Fragil
6020;6.5;Fragil
6021;6.6;Sin descripcion
6022;1.9;Sin descripcion
6023;6.1;Sin descripcion
6024;2.8;Sin descripcion
6025;4.0;Sin descripcion
6026;3.9;Fragil
6027;3.7;Fragil
6028;3.5;Sin descripcion
6029;2.7;Fragil
6030;1.2;Fragil
6031;10.2;Fragil
6032;3.2;Fragil
6033;6.3;Sin descripcion
6034;6.2;Fragil
6035;3.6;Fragil
6036;4.4;Sin descripcion
6037;3.9;Sin descripcion
6038;3.9;Fragil
6039;5.8;Fragil
6040;4.2;Fragil
6041;2.3;Fragil
6042;3.5;Fragil
6043;10.6;Sin descripcion
6044;3.8;Fragil
6045;5.6;Sin descripcion
6046;6.7;Fragil
6047;1.1;Fragil
6048;9.4;Sin descripcion
6049;2.5;Fragil
6050;3.3;Fragil
6051;8.0;Fragil
6052;7.2;Fragil
6053;10.9;Sin descripcion
6054;8.7;Sin descripcion
6055;6.0;Fragil
6056;8.1;Sin descripcion
6057;9.4;Sin descripcion
6058;6.6;Fragil
6059;9.0;Fragil
6060;7.9;Sin descripcion
6061;6.0;Sin descripcion
6062;10.8;Fragil
6063;2.5;Fragil
6064;3.9;Sin descripcion
6065;10.9;Fragil
6066;9.0;Sin descripcion
6067;8.6;Sin descripcion
6068;2.5;Sin descripcion
6069;9.2;Fragil
6070;8.0;Sin descripcion
6071;2.0;Fragil
6072;6.7;Fragil
6073;9.7;Fragil
6074;6.0;Fragil
6075;8.6;Fragil
6076;7.2;Sin descripcion
6077;8.4;Fragil
6078;6.3;Fragil
6079;1.1;Sin descripcion
6080;6.6;Sin descripcion
6081;10.6;Sin descripcion
6082;8.2;Fragil
6083;9.2;Sin descripcion
6084;2.8;Sin descripcion
6085;2.0;Sin descripcion
6086;5.7;Fragil
6087;1.2;Fragil
6088;9.8;Fragil
6089;6.2;Sin descripcion
6090;7.5;Fragil
6091;3.2;Fragil
6092;1.4;Fragil
6093;4.7;Sin descripcion
6094;2.9;Sin descripcion
6095;8.5;Fragil
6096;3.9;Fragil
6097;3.5;Sin descripcion
6098;4.1;Fragil
6099;10.3;Fragil
6100;7.1;Sin descripcion
6101;10.7;Fragil
6102;10.8;Fragil
6103;9.0;Sin descripcion
6104;5.4;Sin descripcion
6105;2.4;Fragil
6106;8.2;Sin descripcion
6107;3.0;Fragil
6108;5.3;Fragil
6109;6.7;Fragil
6110;6.2;Sin descripcion
6111;9.0;Sin descripcion
6112;9.5;Sin descripcion
6113;8.8;Sin descripcion
6114;10.9;Fragil
6115;9.4;Sin descripcion
6116;8.6;Sin descripcion
6117;9.9;Fragil
6118;9.3;Fragil
6119;8.6;Sin descripcion
6120;2.4;Sin descripcion
6121;2.6;Sin descripcion
6122;9.1;Sin descripcion
6123;10.6;Fragil
6124;2.8;Sin descripcion
6125;8.8;Sin descripcion
6126;5.2;Sin descripcion
6127;3.9;Fragil
6128;3.3;Sin descripcion
6129;6.8;Fragil
6130;10.6;Fragil
6131;9.7;Fragil
6132;3.0;Sin descripcion
6133;9.5;Fragil
6134;2.3;Sin descripcion
6135;7.5;Fragil
6136;9.1;Sin descripcion
6137;6.9;Fragil
6138;10.9;Fragil
6139;10.2;Fragil
6140;4.8;Fragil
6141;9.7;Sin descripcion
6142;4.1;Sin descripcion
6143;1.4;Sin descripcion
6144;8.7;Fragil
6145;4.8;Fragil
6146;9.0;Fragil
6147;8.1;Sin descripcion
6148;2.0;Sin descripcion
6149;1.4;Sin descripcion
6150;5.0;Fragil
6151;10.6;Sin descripcion
6152;8.9;Sin descripcion
6153;5.2;Fragil
6154;6.7;Fragil
6155;1.6;Sin descripcion
6156;10.6;Fragil
6157;4.4;Sin descripcion
6158;1.2;Fragil
6159;3.7;Fragil
6160;2.6;Sin descripcion
6161;10.9;Sin descripcion
6162;5.8;Fragil
6163;1.2;Fragil
6164;9.8;Sin descripcion
6165;4.3;Sin descripcion
6166;6.4;Fragil
6167;1.6;Fragil
6168;1.7;Sin descripcion
6169;2.2;Fragil
6170;6.9;Fragil
6171;1.2;Fragil
6172;2.4;Fragil
6173;7.0;Fragil
6174;6.8;Sin descripcion
6175;1.8;Sin descripcion
6176;10.8;Fragil
6177;7.0;Fragil
6178;3.5;Sin descripcion
6179;2.5;Sin descripcion
6180;8.8;Sin descripcion
6181;5.7;Fragil
6182;6.3;Fragil
6183;9.0;Fragil
6184;2.2;Sin descripcion
6185;7.6;Sin descripcion
6186;5.9;Fragil
6187;9.4;Fragil
6188;6.5;Sin descripcion
6189;10.2;Sin descripcion
6190;3.9;Fragil
6191;10.4;Sin descripcion
6192;9.4;Fragil
6193;10.1;Fragil
6194;9.2;Sin descripcion
6195;6.7;Sin descripcion
6196;7.8;Fragil
6197;1.2;Sin descripcion
6198;5.0;Fragil
6199;1.7;Sin descripcion
6200;9.4;Fragil
6201;8.6;Fragil
6202;10.4;Fragil
6203;6.0;Sin descripcion
6204;2.3;Sin descripcion
6205;5.8;Sin descripcion
6206;1.0;Sin descripcion
6207;7.3;Sin descripcion
6208;1.8;Fragil
6209;4.4;Fragil
6210;8.4;Fragil
6211;6.3;Fragil
6212;10.2;Sin descripcion
6213;5.7;Fragil
6214;3.0;Fragil
6215;6.2;Sin descripcion
6216;3.3;Fragil
6217;1.4;Fragil
6218;1.5;Fragil
6219;10.2;Sin descripcion
6220;10.9;Sin descripcion
6221;4.8;Fragil
6222;2.0;Fragil
6223;10.7;Sin descripcion
6224;3.7;Sin descripcion
6225;7.0;Sin descripcion
6226;5.8;Sin descripcion
6227;9.3;Sin descripcion
6228;6.9;Sin descripcion
6229;8.4;Fragil
6230;3.8;Fragil
6231;2.5;Sin descripcion
6232;7.0;Sin descripcion
6233;10.4;Sin descripcion
6234;8.7;Fragil
6235;5.8;Fragil
6236;8.2;Sin descripcion
6237;1.7;Sin descripcion
6238;2.9;Fragil
6239;7.5;Fragil
6240;2.6;Fragil
6241;8.7;Sin descripcion
6242;6.9;Fragil
6243;9.8;Fragil
6244;7.4;Fragil
6245;9.1;Sin descripcion
6246;8.3;Fragil
6247;9.0;Sin descripcion
6248;4.6;Fragil
6249;7.9;Sin descripcion
6250;4.2;Fragil
6251;9.5;Sin descripcion
6252;2.6;Sin descripcion
6253;6.3;Sin descripcion
6254;2.2;Sin descripcion
6255;4.3;Fragil
6256;10.7;Sin descripcion
6257;10.2;Fragil
6258;8.9;Fragil
6259;8.8;Fragil
6260;7.0;Fragil
6261;9.6;Fragil
6262;1.4;Sin descripcion
6263;6.2;Fragil
6264;10.3;Fragil
6265;3.1;Sin descripcion
6266;2.0;Fragil
6267;1.5;Sin descripcion
6268;10.0;Sin descripcion
6269;8.9;Sin descripcion
6270;2.3;Sin descripcion
6271;4.4;Sin descripcion
6272;3.0;Sin descripcion
6273;10.0;Sin descripcion
6274;6.6;Fragil
6275;9.3;Fragil
6276;5.5;Fragil
6277;5.0;Fragil
6278;8.9;Fragil
6279;10.7;Sin descripcion
6280;1.7;Sin descripcion
6281;5.2;Fragil
6282;2.5;Sin descripcion
6283;3.7;Sin descripcion
6284;9.8;Sin descripcion
6285;8.5;Sin descripcion
6286;7.0;Sin descripcion
6287;8.6;Fragil
6288;7.0;Sin descripcion
6289;8.9;Sin descripcion
6290;9.6;Sin descripcion
6291;2.3;Sin descripcion
6292;10.5;Fragil
6293;2.7;Fragil
6294;10.4;Sin descripcion
6295;8.9;Fragil
6296;8.1;Sin descripcion
6297;2.1;Sin descripcion
6298;4.9;Sin descripcion
6299;7.3;Fragil
6300;6.9;Fragil
6301;7.6;Fragil
6302;7.5;Sin descripcion
6303;2.4;Fragil
6304;3.3;Fragil
6305;8.1;Fragil
6306;9.6;Fragil
6307;6.1;Fragil
6308;1.3;Sin descripcion
6309;5.8;Fragil
6310;3.3;Sin descripcion
6311;10.8;Fragil
6312;6.8;Fragil
6313;6.2;Sin descripcion
6314;8.5;Sin descripcion
6315;8.8;Sin descripcion
6316;7.5;Fragil
6317;1.2;Fragil
6318;1.2;Sin descripcion
6319;9.4;Sin descripcion
6320;9.8;Fragil
6321;7.2;Fragil
6322;5.8;Sin descripcion
6323;7.8;Sin descripcion
6324;2.1;Fragil
6325;1.9;Fragil
6326;10.0;Fragil
6327;5.6;Fragil
6328;10.7;Fragil
6329;9.6;Fragil
6330;6.8;Sin descripcion
6331;9.9;Sin descripcion
6332;7.2;Fragil
6333;9.2;Sin descripcion
6334;7.2;Fragil
6335;7.8;Sin descripcion
6336;5.3;Fragil
6337;5.2;Sin descripcion
6338;10.3;Sin descripcion
6339;9.9;Sin descripcion
6340;1.8;Fragil
6341;4.0;Fragil
6342;9.3;Sin descripcion
6343;7.0;Fragil
6344;6.6;Sin descripcion
6345;4.7;Fragil
6346;2.0;Fragil
6347;1.9;Sin descripcion
6348;8.1;Sin descripcion
6349;1.6;Sin descripcion
6350;6.7;Fragil
6351;9.6;Fragil
6352;4.6;Sin descripcion
6353;7.2;Fragil
6354;9.7;Fragil
6355;4.4;Fragil
6356;1.6;Sin descripcion
6357;10.6;Fragil
6358;3.9;Fragil
6359;1.9;Fragil
6360;7.6;Fragil
6361;3.2;Fragil
6362;2.0;Sin descripcion
6363;5.9;Fragil
6364;4.3;Sin descripcion
6365;1.5;Sin descripcion
6366;7.0;Fragil
6367;4.2;Fragil
6368;3.2;Sin descripcion
6369;8.4;Fragil
6370;1.6;Sin descripcion
6371;4.6;Sin descripcion
6372;6.9;Fragil
6373;5.5;Sin descripcion
6374;10.8;Fragil
6375;4.8;Sin descripcion
6376;8.8;Sin descripcion
6377;10.0;Fragil
6378;9.6;Fragil
6379;8.7;Fragil
6380;1.1;Sin descripcion
6381;3.5;Fragil
6382;6.8;Fragil
6383;5.6;Fragil
6384;7.2;Fragil
6385;4.0;Fragil
6386;6.0;Fragil
6387;2.9;Fragil
6388;3.3;Fragil
6389;2.5;Fragil
6390;4.9;Sin descripcion
6391;6.1;Sin descripcion
6392;8.0;Sin descripcion
6393;3.2;Sin descripcion
6394;10.6;Sin descripcion
6395;10.7;Fragil
6396;7.0;Sin descripcion
6397;3.5;Sin descripcion
6398;5.7;Sin descripcion
6399;4.4;Fragil
6400;3.3;Fragil
6401;3.8;Fragil
6402;6.7;Sin descripcion
6403;7.4;Sin descripcion
6404;3.4;Sin descripcion
6405;1.6;Sin descripcion
6406;6.8;Fragil
6407;6.0;Fragil
6408;7.5;Sin descripcion
6409;10.5;Fragil
6410;9.9;Fragil
6411;8.7;Sin descripcion
6412;3.7;Sin descripcion
6413;8.2;Sin descripcion
6414;9.4;Sin descripcion
6415;10.2;Sin descripcion
6416;10.1;Sin descripcion
6417;1.6;Sin descripcion
6418;6.4;Fragil
6419;10.8;Fragil
6420;2.9;Fragil
6421;2.2;Sin descripcion
6422;9.9;Fragil
6423;6.1;Fragil
6424;2.2;Sin descripcion
6425;7.4;Fragil
6426;10.6;Sin descripcion
6427;4.2;Sin descripcion
6428;2.3;Sin descripcion
6429;2.4;Fragil
6430;8.7;Sin descripcion
6431;3.6;Fragil
6432;7.7;Fragil
6433;3.4;Fragil
6434;5.5;Sin descripcion
6435;2.0;Fragil
6436;6.5;Sin descripcion
6437;7.6;Fragil
6438;10.7;Sin descripcion
6439;5.1;Sin descripcion
6440;7.2;Fragil
6441;8.4;Sin descripcion
